,err,model_unc,data_unc,unc,g,pred,index
[C:1](=[O:2])([H:4])[H:5].[H:3][C:6]([C:7](=[O:8])[H:9])([H:10])[H:11]>>[C:1]([O:2][H:3])([H:4])[H:5].[C:6](=[C:7]([O:8])[H:9])([H:10])[H:11],47.733424365072366,2.3463253896301204,2.6793497611580395,3.561482553184921,104.83026443139534,57.09684006632297,69.0
[C:1](=[C:2]([O:3])[H:6])([H:4])[H:5].[C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13]>>[C:1](=[C:2]=[O:3])([H:4])[H:5].[H:6][C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13],20.081709695767742,1.2064736402320901,3.756623627150377,3.9456051146356907,42.30131883290596,62.383028528673705,70.0
[C:1](=[C:2]=[O:3])([H:4])[H:5].[H:6][C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13]>>[C:1](=[C:2]([O:3])[H:6])([H:4])[H:5].[C:7]([O:8][C:9]([C:10]([H:14])([H:15])[H:16])=[O:11])([H:12])[H:13],15.789709116949098,1.6686900247306724,6.254902250890214,6.473664230312468,98.37755454750732,82.58784543055822,71.0
[C:1]([H:2])([H:3])[H:4].[C:5](=[C:6]([O:7])[H:10])([H:8])[H:9]>>[C:1]([H:2])([H:3])([H:4])[H:10].[C:5](=[C:6]=[O:7])([H:8])[H:9],29.214928402618355,2.432879737839756,4.441101473404965,5.063821295807248,29.169191645400133,58.38412004801849,72.0
[C:1]([H:2])([H:3])([H:4])[H:10].[C:5](=[C:6]=[O:7])([H:8])[H:9]>>[C:1]([H:2])([H:3])[H:4].[C:5](=[C:6]([O:7])[H:10])([H:8])[H:9],18.21461110934706,3.456079073341903,8.341539307927393,9.029161676860683,91.45206265237357,73.23745154302651,73.0
[C:1](=[O:2])[H:3].[C:4](=[C:5]([O:6])[H:9])([H:7])[H:8]>>[C:1](=[O:2])([H:3])[H:9].[C:4](=[C:5]=[O:6])([H:7])[H:8],14.505543219112567,1.8458130673874487,3.3522622579229426,3.8268378755354777,40.96863687605946,55.47418009517203,74.0
[C:1](=[O:2])([H:3])[H:9].[C:4](=[C:5]=[O:6])([H:7])[H:8]>>[C:1](=[O:2])[H:3].[C:4](=[C:5]([O:6])[H:9])([H:7])[H:8],8.31525708688362,2.5709600750232693,7.499579648527882,7.928021859958336,86.38860878293053,78.07335169604691,75.0
[C:1](=[O:2])[H:3].[C:4](=[C:5]([O:6])[H:9])([H:7])[H:8]>>[C-:1]#[O+:2].[H:3][O:6][C:5](=[C:4]([H:7])[H:8])[H:9],8.979955584031188,2.543481202097905,3.4223662721278134,4.264022458433284,51.65201193172834,42.67205634769715,76.0
[C-:1]#[O+:2].[H:3][O:6][C:5](=[C:4]([H:7])[H:8])[H:9]>>[C:1](=[O:2])[H:3].[C:4](=[C:5]([O:6])[H:9])([H:7])[H:8],54.720311034486166,2.3005257275003457,4.806844647565816,5.328993721963194,108.97262573378976,54.25231469930359,77.0
[C:2](=[C:3]([O:4])[H:7])([H:5])[H:6].[H:1]>>[C:2](=[C:3]=[O:4])([H:5])[H:6].[H:1][H:7],49.2847874923262,1.8148646860800741,6.471005621092022,6.7206880285418,19.300810760250897,68.5855982525771,78.0
[C:2](=[C:3]=[O:4])([H:5])[H:6].[H:1][H:7]>>[C:2](=[C:3]([O:4])[H:7])([H:5])[H:6].[H:1],16.486583723250646,1.4474067689404129,7.799414278192342,7.932581511566402,88.68278057844145,72.1961968551908,79.0
[C:2](=[C:3]([O:4])[H:7])([H:5])[H:6].[H:1]>>[H:1][O:4][C:3](=[C:2]([H:5])[H:6])[H:7],53.38170040805571,3.3602492363569763,9.130345128343802,9.72905324752152,20.60874574171612,73.99044614977183,80.0
[H:1][O:4][C:3](=[C:2]([H:5])[H:6])[H:7]>>[C:2](=[C:3]([O:4])[H:7])([H:5])[H:6].[H:1],36.5199303113512,1.753140656895946,5.599666755960336,5.867688636990626,82.66088543905062,46.140955127699414,81.0
[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6].[H:7]>>[C:1]([C:2](=[O:3])[H:4])([H:5])([H:6])[H:7],31.97131537196001,2.9414585207656043,6.9829464768142415,7.577184155571053,18.89223243885499,50.863547810815,82.0
[C:1]([C:2](=[O:3])[H:4])([H:5])([H:6])[H:7]>>[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6].[H:7],44.99501185102055,2.13105465316511,4.920201069424826,5.3618814327012,95.08870317084074,50.093691319820195,83.0
[C:5](=[C:6]([O:7])[H:10])([H:8])[H:9].[O:1][C:2](=[O:3])[H:4]>>[H:4][O:7][C:6](=[C:5]([H:8])[H:9])[H:10].[O:1]=[C:2]=[O:3],25.670155778438243,1.962255193816951,3.895092202304064,4.36144342048725,33.45402091840515,59.12417669684339,84.0
[H:4][O:7][C:6](=[C:5]([H:8])[H:9])[H:10].[O:1]=[C:2]=[O:3]>>[C:5](=[C:6]([O:7])[H:10])([H:8])[H:9].[O:1][C:2](=[O:3])[H:4],50.642560333261926,1.7824931407214097,4.873130646872818,5.1889000855875,118.84416383941425,68.20160350615232,85.0
[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6].[O:7][C:8](=[O:9])[H:10]>>[C:1]([C:2](=[O:3])[H:4])([H:5])([H:6])[H:10].[O:7]=[C:8]=[O:9],11.421199917818683,1.228677124991294,3.6350921069588065,3.8371268031628936,40.998391503992025,52.41959142181071,86.0
[C:1]([C:2](=[O:3])[H:4])([H:5])([H:6])[H:10].[O:7]=[C:8]=[O:9]>>[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6].[O:7][C:8](=[O:9])[H:10],70.76228575774209,3.6179168775809596,5.949955369199187,6.963568871530416,140.4066142104275,69.64432845268541,87.0
[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6],14.856172809851238,1.2113421255890624,4.150936169130389,4.324074562888746,40.57900041231187,55.43517322216311,88.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6]>>[C:1](=[C:2]([O:3])[H:4])([H:5])[H:6],2.736713209132546,1.6514410875252912,4.266905113111231,4.575340086798083,47.59303260080924,50.329745809941784,89.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10]>>[C:1](=[O:2])[H:4].[H:3][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7],37.16153308266357,2.777593527592139,6.072545159525482,6.677636596805647,35.36533803542261,72.52687111808618,90.0
[C:1](=[O:2])[H:4].[H:3][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10],31.631821915973475,1.3489739050865244,5.887859474889173,6.040415531455316,38.28318128999672,69.9150032059702,91.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7])([H:3])[H:4],40.60075198721151,1.8616830968037856,9.843281795414708,10.017787203612757,35.51274642185308,76.11349840906459,92.0
[C:1]([O:2][C:6]([C:5]([H:8])([H:9])[H:10])=[O:7])([H:3])[H:4]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6]=[O:7])([H:8])([H:9])[H:10],19.160084996146516,2.9612747440165785,5.4151665664253334,6.171967032614577,31.44889283773955,50.608977833886065,93.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11]>>[C:1](=[O:2])[H:4].[H:3][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11],37.745853859355364,1.697605476261686,4.390905906792297,4.707644743960312,36.09857554791961,73.84442940727497,94.0
[C:1](=[O:2])[H:4].[H:3][C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][C:9]([H:12])([H:13])[H:14])([H:10])[H:11],20.96815958727892,1.3996668851997807,4.858903290603605,5.056481837895138,48.669884201022796,69.63804378830172,95.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11]>>[C:1](=[O:2])[H:4].[H:3][C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11],32.4093271716246,0.9454669546913375,4.7574373001842885,4.850476000105359,40.20557853206992,72.61490570369452,96.0
[C:1](=[O:2])[H:4].[H:3][C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([O:6][C:7]([C:8]([H:12])([H:13])[H:14])=[O:9])([H:10])[H:11],23.41968728455025,1.7369855982784204,4.679854210440333,4.991808730270297,50.84637658792781,74.26606387247806,97.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8]>>[C:1]([O:2])([H:3])([H:4])[C:5]([H:6])([H:7])[H:8],42.74154956306502,1.103638049573308,8.230047715420698,8.303716176662556,26.674624113249592,69.41617367631461,98.0
[C:1]([O:2])([H:3])([H:4])[C:5]([H:6])([H:7])[H:8]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8],37.00100170081456,3.378848508855828,7.801434179494328,8.501705270284285,19.7641450749652,56.76514677577976,99.0
[C:1](=[O:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8]>>[C:1]([O:2][C:5]([H:6])([H:7])[H:8])([H:3])[H:4],51.6359500894481,4.791874374095745,8.256649193093445,9.546429485149206,37.769310356641654,89.40526044608976,100.0
[C:1]([O:2][C:5]([H:6])([H:7])[H:8])([H:3])[H:4]>>[C:1](=[O:2])([H:3])[H:4].[C:5]([H:6])([H:7])[H:8],21.94027465505527,4.433820751571985,5.486417205552712,7.054044245002663,24.379867825220572,46.32014248027584,101.0
[C:2](=[O:3])([H:4])[H:5].[H:1]>>[H:1][C:2]([O:3])([H:4])[H:5],34.20538568499487,3.3096126105808534,8.233371775804471,8.873665895825102,20.19653235420992,54.401918039204794,102.0
[H:1][C:2]([O:3])([H:4])[H:5]>>[C:2](=[O:3])([H:4])[H:5].[H:1],18.367546965752226,5.55739850304059,8.524148379419676,10.175744872782577,26.679135809696163,45.04668277544839,103.0
[C:2](=[O:3])([H:4])[H:5].[H:1]>>[H:1][O:3][C:2]([H:4])[H:5],44.163542358997546,3.938055370674464,7.966854479246638,8.887015831874622,27.090810984082054,71.2543533430796,104.0
[H:1][O:3][C:2]([H:4])[H:5]>>[C:2](=[O:3])([H:4])[H:5].[H:1],13.846376685710386,3.9879166897420797,10.319388675545444,11.06314883572028,43.39719038931071,29.550813703600323,105.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][H:12])([H:9])([H:10])[H:11]>>[C:1]([H:2])([H:3])([H:4])[H:12].[C:5]([C:6](=[O:7])[O:8])([H:9])([H:10])[H:11],14.467826180543582,1.4952477918646598,3.6274757567091256,3.9235629629953164,32.92687136356835,47.394697544111935,106.0
[C:1]([H:2])([H:3])([H:4])[H:12].[C:5]([C:6](=[O:7])[O:8])([H:9])([H:10])[H:11]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][H:12])([H:9])([H:10])[H:11],42.147840615294385,2.1332153678075594,3.9768614042002257,4.512874298456332,28.019105984538328,70.16694659983271,107.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][H:12])([H:9])([H:10])[H:11]>>[C:1]([H:2])([H:3])([H:4])[O:7][C:6]([C:5]([H:9])([H:10])[H:11])[O:8][H:12],35.08855653452551,3.5822086459280746,6.091934945508943,7.067099133539511,51.78274787589908,86.87130441042459,108.0
[C:1]([H:2])([H:3])([H:4])[O:7][C:6]([C:5]([H:9])([H:10])[H:11])[O:8][H:12]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6](=[O:7])[O:8][H:12])([H:9])([H:10])[H:11],28.134415793639924,4.162007344246692,6.633801785824809,7.831323723814246,11.725035754789133,39.85945154842906,109.0
[C:2]([C:3](=[O:4])[O:5][H:9])([H:6])([H:7])[H:8].[H:1]>>[C:2]([C:3](=[O:4])[O:5])([H:6])([H:7])[H:8].[H:1][H:9],35.915117375304284,0.9587985589828986,4.991308203042566,5.082563551444063,27.489497206290253,63.40461458159454,110.0
[C:2]([C:3](=[O:4])[O:5])([H:6])([H:7])[H:8].[H:1][H:9]>>[C:2]([C:3](=[O:4])[O:5][H:9])([H:6])([H:7])[H:8].[H:1],44.660327626640125,2.495998772027445,6.874220448525701,7.313338269551834,28.652410250651883,73.31273787729201,111.0
[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([O:3][H:16])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15],31.76403620836649,1.4076130489027474,3.403473024674765,3.6830697963967616,40.66544308682205,72.42947929518854,112.0
[C:1]([C:2]([O:3][H:16])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15],5.543550964129679,1.3871963858523402,3.4765261576706785,3.7430666488709825,49.092849173466675,54.636400137596354,113.0
[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([O:3][H:13])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:14])[H:15],16.54162126211172,1.7566003229387261,3.2455668352061657,3.6904401873406107,62.04146040324122,78.58308166535294,114.0
[C:1]([C:2]([O:3][H:13])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:14])[H:15]>>[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15],6.528057660236435,1.5110276222418033,2.8703489639501742,3.2437798399440667,49.32530486927135,55.853362529507784,115.0
[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])[O:12][H:19])([H:13])([H:14])[H:15]>>[C:1]([C:2]([O:3][H:19])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15],8.359609183933607,1.0393289480213037,3.158478057480749,3.3250847059559905,42.93937021942111,34.5797610354875,116.0
[C:1]([C:2]([O:3][H:19])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])=[O:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([O:9][C:10]([C:11]([H:16])([H:17])[H:18])[O:12][H:19])([H:13])([H:14])[H:15],82.13908129334219,1.1521475652404016,3.1114702339684315,3.3179347535720094,139.93529940128792,57.796218107945734,117.0
[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([O:9])=[O:10])([H:11])([H:12])[H:13]>>[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][O:9][C:8]([C:7]([H:11])([H:12])[H:13])=[O:10],17.01610452823983,1.280239997547353,4.398899547037236,4.581411537533433,37.277342185523594,54.29344671376342,118.0
[C:1](=[C:2]=[O:3])([H:5])[H:6].[H:4][O:9][C:8]([C:7]([H:11])([H:12])[H:13])=[O:10]>>[C:1]([C:2]=[O:3])([H:4])([H:5])[H:6].[C:7]([C:8]([O:9])=[O:10])([H:11])([H:12])[H:13],40.06835776998521,1.5596966686958258,3.389600605628888,3.7312257991202546,99.50848078695708,59.44012301697187,119.0
[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]([O:8])=[O:9])([H:10])([H:11])[H:12]>>[C:1](=[O:2])([H:4])[H:5].[H:3][O:8][C:7]([C:6]([H:10])([H:11])[H:12])=[O:9],33.75595870321108,2.2886682556762654,3.013262867227023,3.7838810091689536,28.67662929475773,62.43258799796881,120.0
[C:1](=[O:2])([H:4])[H:5].[H:3][O:8][C:7]([C:6]([H:10])([H:11])[H:12])=[O:9]>>[C:1]([O:2])([H:3])([H:4])[H:5].[C:6]([C:7]([O:8])=[O:9])([H:10])([H:11])[H:12],54.91291108177912,1.1928966035102517,4.156702779632614,4.324486131885706,109.61083416113979,54.69792307936067,121.0
[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11].[O:1]=[C:2][O:3][H:4]>>[H:4][O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8].[O:1]=[C:2]=[O:3],38.10338386074318,1.2434143365384525,2.8890416958875913,3.145256926371264,77.59923382929992,39.49584996855674,122.0
[H:4][O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11].[O:1]=[C:2][O:3][H:4],93.04772816153275,1.8163730320529512,4.373303980823417,4.73550405978658,151.88175365517964,58.83402549364689,123.0
[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])[H:14])([H:10])([H:11])[H:12]>>[C:1]([C:2]([O:3][H:10])=[O:4])([H:5])([H:6])[H:7].[C:8](=[C:9]([H:13])[H:14])([H:11])[H:12],0.4531955965411285,1.3385821426828193,4.621541364627212,4.811491113747346,59.28370763419662,58.83051203765549,124.0
[C:1]([C:2]([O:3][H:10])=[O:4])([H:5])([H:6])[H:7].[C:8](=[C:9]([H:13])[H:14])([H:11])[H:12]>>[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])[H:14])([H:10])([H:11])[H:12],40.88553851116469,0.9502628861324616,3.4972909445328666,3.6240920936797933,96.08691902688588,55.20138051572119,125.0
[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]([O:8])=[O:9])([H:10])([H:11])[H:12]>>[C:1](=[O:2])([H:3])[H:4].[H:5][O:8][C:7]([C:6]([H:10])([H:11])[H:12])=[O:9],22.778227250459338,1.5008473334656698,3.2908760548563465,3.6169611453259884,61.34512122650631,38.56689397604697,126.0
[C:1](=[O:2])([H:3])[H:4].[H:5][O:8][C:7]([C:6]([H:10])([H:11])[H:12])=[O:9]>>[C:1]([O:2][H:5])([H:3])[H:4].[C:6]([C:7]([O:8])=[O:9])([H:10])([H:11])[H:12],59.647113958311294,1.2484495159520421,2.8342877837121856,3.0970652939163266,107.43789255811134,47.79077859980005,127.0
[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11]>>[C:1]([H:2])([H:3])([H:4])[O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8],78.29164362731761,3.6557107657202588,7.036372590314846,7.92936065722433,0.18424316166783683,78.47588678898545,128.0
[C:1]([H:2])([H:3])([H:4])[O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8]>>[C:1]([H:2])([H:3])[H:4].[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11],3.9651922726380135,2.0839462303699605,4.822396297263797,5.253412028285688,57.537660820031306,61.50285309266932,129.0
[C:2]([C:3]([O:4])=[O:5])([H:6])([H:7])[H:8].[H:1]>>[H:1][O:4][C:3]([C:2]([H:6])([H:7])[H:8])=[O:5],101.24767781196591,1.7676498417243407,8.066652195978577,8.258054469052265,-26.63228500945843,74.61539280250749,130.0
[H:1][O:4][C:3]([C:2]([H:6])([H:7])[H:8])=[O:5]>>[C:2]([C:3]([O:4])=[O:5])([H:6])([H:7])[H:8].[H:1],13.382762984329759,1.3305625006110662,3.807256938187746,4.033063595011998,37.77030758780893,51.15307057213869,131.0
[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11].[O:1][C:2](=[O:3])[H:4]>>[H:4][O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8].[O:1]=[C:2]=[O:3],4.499365235724682,1.6216378705115417,3.285762868123878,3.6641434208582586,56.46535116026644,60.96471639599112,132.0
[H:4][O:7][C:6]([C:5]([H:9])([H:10])[H:11])=[O:8].[O:1]=[C:2]=[O:3]>>[C:5]([C:6]([O:7])=[O:8])([H:9])([H:10])[H:11].[O:1][C:2](=[O:3])[H:4],74.57070106414687,0.75958393262995,3.467529431968953,3.5497504295767768,143.25283901946386,68.68213795531699,133.0
[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])([H:14])[H:15])([H:10])([H:11])[H:12]>>[C:1]([C:2]([O:3][H:10])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])([H:14])[H:15])([H:11])[H:12],46.00139860143213,0.9577241704445478,3.1370457109510967,3.2799834419171034,28.20927188685164,74.21067048828377,134.0
[C:1]([C:2]([O:3][H:10])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])([H:14])[H:15])([H:11])[H:12]>>[C:1]([C:2]([O:3])=[O:4])([H:5])([H:6])[H:7].[C:8]([C:9]([H:13])([H:14])[H:15])([H:10])([H:11])[H:12],11.086437979809446,1.0546866295349786,3.507973610412843,3.6630919641571618,41.07237731255009,52.158815292359535,135.0
[C:4]([C:5]([H:9])([H:10])[H:11])([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3]>>[O:1]([C:2](=[O:3])[C:5]([H:9])([H:10])[H:11])[C:4]([H:6])([H:7])[H:8],46.19040711303097,2.045172734973699,6.1575210178795885,6.488281482912766,101.71325990240439,147.90366701543536,136.0
[O:1]([C:2](=[O:3])[C:5]([H:9])([H:10])[H:11])[C:4]([H:6])([H:7])[H:8]>>[C:4]([C:5]([H:9])([H:10])[H:11])([H:6])([H:7])[H:8].[O:1]=[C:2]=[O:3],31.917976434636913,1.5295536673461796,4.326072811278206,4.588511783767442,63.80969472086872,95.72767115550563,137.0
